"","(Intercept)","bee_rich","bio1","bio12","bio15","bio16","bio17","bio4","bio5","bio6","et0","srad","wind.1","df","logLik","AICc","delta","weight","rsqs"
"2783",0.877142724787087,NA,-0.00302397510855986,-0.000124225305487619,-0.00356306738588738,4.72904739307919e-05,NA,-7.7967873587882e-05,0.00390142930443169,NA,-0.000211763242097788,NA,-0.0104706086579537,12,16.7554042873402,6.08919142531954,23.5355925210304,2.62927218798415e-07,0.182
"1007",0.770309635996169,NA,-0.00229177246065886,-0.000113934032505122,-0.00328544872783228,NA,6.4611234430813e-05,-9.46899678288187e-05,0.00423296791226632,-0.000863960393798735,-0.000238321536026353,NA,NA,12,16.7501892013577,6.09962159728467,23.5460226929955,2.61559599969723e-07,0.182
"1996",0.988797412433779,9.7783725630693e-05,-0.00206889035867259,NA,-0.00131998989531814,NA,NA,-4.37139783768964e-05,0.00172579036155794,0.000129703241422112,2.95819671965165e-05,-3.24590871251363e-05,NA,12,16.7482162272396,6.10356754552073,23.5499686412315,2.6104405839099e-07,0.179
"2934",0.736923546470225,0.000138546071381557,NA,-0.000162412143424658,NA,7.63429929932681e-05,0.00065097832912887,-6.15552894859117e-06,NA,0.000351411362709374,-0.000155545458162481,NA,-0.0157173142575395,12,16.7473374989477,6.10532500210452,23.5517260978153,2.60814772346272e-07,0.179
"1531",1.22339591881791,NA,-0.00222105051635887,NA,-0.00298741496051703,-0.000161470258211076,-0.000180622416045051,-7.62895124645665e-05,0.00266873850364465,-0.000289649838538623,NA,-3.22591082913275e-05,NA,12,16.7432346335686,6.11353073286278,23.5599318285736,2.597468766606e-07,0.181
"991",0.786129580902005,NA,-0.00247328394694201,-0.000110055159682681,-0.00341225393808871,1.16402059081618e-05,NA,-8.9773885216216e-05,0.00418052121771703,-0.000632964628679027,-0.000236225823874022,NA,NA,12,16.7429136128689,6.11417277426219,23.560573869973,2.59663505919092e-07,0.181
"2799",0.879848347802364,NA,-0.00313800532893473,-0.000108277467210462,-0.00344230798853213,NA,-2.11415218775164e-06,-8.03784524337065e-05,0.00402803475176003,NA,-0.000217708949748163,NA,-0.0118726061314242,12,16.7421286609915,6.11574267801707,23.5621437737279,2.59459762537454e-07,0.181
"4042",0.666601142932755,0.000111183643793601,NA,NA,-0.00115194376667496,NA,NA,-5.4390087348224e-05,0.00169929636773766,-0.00132966858327785,-6.95322679307379e-05,-2.19041350739192e-05,0.0233637056219418,12,16.7403990780105,6.11920184397906,23.5656029396899,2.59011393205672e-07,0.179
"3547",1.22153847178751,NA,-0.00210123863089541,NA,-0.0025225870788536,-0.000220526727166985,NA,-8.38754132621275e-05,0.00268968641595132,-0.000637377119342517,NA,-2.93462651382749e-05,-0.0165579838790361,12,16.732690885404,6.13461822919193,23.5810193249027,2.57022558507452e-07,0.181
"3540",0.968922308580549,0.000105796031970358,-0.00144352736865948,NA,NA,-0.000110637105559653,NA,-3.44588197170823e-05,0.00135522645070228,0.000260476301323008,NA,-3.34031486560673e-05,0.00168064495272374,12,16.7272463960712,6.14550720785759,23.5919083035684,2.55627004416346e-07,0.179
"3766",0.550134928099086,0.000116815491409187,NA,-3.93123729001999e-05,NA,-6.75252581798087e-05,0.000196228233318051,NA,0.00095340391274001,NA,-0.000208243731571621,-2.37410551468352e-06,0.000101082202500511,12,16.7161273296501,6.16774534069975,23.6141464364106,2.52800414417928e-07,0.178
"3565",1.12708774524649,NA,NA,-0.000100080684120405,-0.0030214799004962,NA,0.000127923362017772,-6.21634749453563e-05,0.00113180831189377,-0.00115915297455777,NA,-2.02800463990356e-05,-0.0126570129757765,12,16.7138058888893,6.1723882222214,23.6187893179322,2.52214233886483e-07,0.179
"3803",1.30909179939417,NA,-0.00281612846782092,NA,-0.00248288446624258,-0.000213546815725103,NA,-7.55487510435251e-05,0.0026608858341686,NA,2.26258333261588e-05,-3.27546858877584e-05,-0.0205895131939711,12,16.7053498255454,6.1893003489092,23.63570144462,2.50090486275535e-07,0.179
"3549",1.13871148673368,NA,NA,-5.68895080827484e-05,-0.00300910377808798,-7.76314302340539e-05,NA,-6.26664937507982e-05,0.00115363713010764,-0.00118576936301592,NA,-2.10099831050802e-05,-0.0127952922536687,12,16.7049173098552,6.1901653802895,23.6365664760003,2.49982341605083e-07,0.179
"2029",0.953288923397059,NA,NA,-0.000105491695090568,-0.002978160908597,NA,0.000137112807154489,-7.61516683292606e-05,0.00200497870012291,-0.0015625179813252,-8.39863660241116e-05,-1.43359372227245e-05,NA,12,16.6971514445889,6.20569711082213,23.6520982065329,2.48048530996324e-07,0.179
"3919",1.49614471375209,NA,-0.00129109064352521,-7.75132222314889e-05,-0.00320265924018695,NA,NA,-2.74925961393665e-05,NA,0.000580684424463132,0.000130045805070384,-3.30697614206382e-05,-0.0302963840820143,12,16.6861834914285,6.22763301714304,23.6740341128539,2.45342811552778e-07,0.177
"4045",1.07414245442492,NA,NA,-8.68165140020737e-05,-0.00321006123176082,NA,NA,-5.79007240533735e-05,0.00120057430499848,-0.00107164086502194,-3.19318858439068e-05,-1.63003822066618e-05,-0.00988366723764054,12,16.6857482673399,6.22850346532029,23.6749045610311,2.45236055684267e-07,0.178
"2013",0.967699086334449,NA,NA,-5.99377419662296e-05,-0.00296921126055971,-8.0507398026797e-05,NA,-7.63244586588789e-05,0.00201348541496277,-0.00158001739766911,-8.24992000613977e-05,-1.52766556688374e-05,NA,12,16.6853978024559,6.22920439508825,23.6756054907991,2.45150124117342e-07,0.178
"1992",0.480524532172776,0.000120908997622185,-0.00268539724902804,-4.41137174832323e-05,NA,NA,NA,-4.28442618053739e-05,0.0034557788761832,0.000395341570730859,-0.000271125260333384,-1.29834519507767e-06,NA,12,16.684569434147,6.23086113170609,23.6772622274169,2.44947133610655e-07,0.177
"3577",1.14682663519599,NA,NA,NA,-0.0028857570059478,-0.000189021166869856,-0.000131837086395717,-6.64490526641643e-05,0.00127188543092818,-0.00131102059524484,NA,-2.24810714254222e-05,-0.0128535062811265,12,16.6808682391585,6.23826352168296,23.6846646173938,2.44042212185656e-07,0.178
"2011",1.02506121282679,NA,-0.0017835678274077,NA,-0.00243242228243761,-0.000227591372691479,NA,-9.84502187632709e-05,0.0034680162298607,-0.00123054442351496,-8.26413345206694e-05,-2.38839288623785e-05,NA,12,16.6758242426703,6.24835151465932,23.6947526103701,2.42814363360238e-07,0.178
"3695",1.41278142750609,NA,-0.000624314710500705,-8.2977259346134e-05,-0.00313267941484917,NA,4.32339411130753e-05,-3.45172350377182e-05,NA,NA,0.000111750800913493,-3.02684397103089e-05,-0.0268063812598538,12,16.6697302744572,6.26053945108562,23.7069405467964,2.41339159835235e-07,0.176
"3679",1.40866559988216,NA,-0.0006123621948069,-7.39671912665032e-05,-0.00317093026811282,-1.07341222744068e-05,NA,-3.40088387572047e-05,NA,NA,0.000109368143596685,-2.99698995699756e-05,-0.0263987290043426,12,16.6658941904926,6.26821161901483,23.7146127147256,2.40415136003786e-07,0.176
"2041",0.982009091954901,NA,NA,NA,-0.00283139981511768,-0.000197277950433161,-0.000136387983102489,-8.00812358121591e-05,0.00211563471116079,-0.00170374694848175,-7.86447827835726e-05,-1.73060374341925e-05,NA,12,16.6568489848894,6.28630203022118,23.732703125932,2.38250336954297e-07,0.177
"1533",1.08771151272362,NA,NA,-0.000120258340842011,-0.00296255435724994,5.05608959707156e-05,0.000185804537299723,-6.62950903451482e-05,0.00136283442877255,-0.00124147072149864,NA,-2.34910828209863e-05,NA,12,16.6517518487784,6.29649630244322,23.742897398154,2.37039032273314e-07,0.176
"1019",0.750307811550589,NA,-0.00200826596955127,NA,-0.0031148882433266,-0.000209406560956511,-0.000239580263833087,-9.73475545090923e-05,0.00425655443779068,-0.00115917316220037,-0.000246477671694289,NA,NA,12,16.6345731441992,6.33085371160165,23.7772548073125,2.3300178538475e-07,0.176
"3949",1.31480119718594,NA,NA,-8.7065988725221e-05,-0.00306035213181519,NA,6.66557811952644e-05,-3.78140789067827e-05,NA,-0.000454591157606779,8.1217862593149e-05,-2.63822442458494e-05,-0.0221940642122577,12,16.6295254731805,6.34094905363904,23.7873501493498,2.31828632361512e-07,0.174
"1021",0.754163109017888,NA,NA,-0.000185897074007601,-0.00315106002844236,0.000140588735608567,0.000312750838328532,-7.88987606340336e-05,0.00247260140156848,-0.00168351902596377,-0.000173983422434271,NA,NA,12,16.627193635876,6.34561272824796,23.7920138239588,2.31288675498773e-07,0.175
"3707",1.45270137638745,NA,-0.00068477488827572,NA,-0.00302695370940785,-0.000150166310467313,-0.00017956776671178,-3.47387896237019e-05,NA,NA,0.000123245714194799,-3.31325268984791e-05,-0.0278580239638916,12,16.6260365207661,6.34792695846779,23.7943280541786,2.31021202655879e-07,0.174
"3933",1.31554941441329,NA,NA,-6.93565199013031e-05,-0.00308834858938911,-2.71456064402883e-05,NA,-3.71732796214854e-05,NA,-0.000445453941642008,7.94636647116958e-05,-2.63488135571362e-05,-0.0219242398618957,12,16.6231469455307,6.35370610893857,23.8001072046494,2.30354613054053e-07,0.174
"3916",1.06776066637722,9.470227737256e-05,-0.000271582985001749,NA,-0.00134517716475949,NA,NA,-2.28215197403163e-05,NA,-0.000193803057777862,9.30605023377662e-05,-3.52092422177794e-05,0.00181056687563775,12,16.6196774274634,6.36064514507316,23.807046240784,2.29556778413358e-07,0.173
"3053",0.774711675093813,NA,NA,-0.00011520779954336,-0.00308913589973338,NA,0.000130631317394652,-8.10951217967032e-05,0.00250653619419279,-0.0017712991068904,-0.000174808468848939,NA,-0.00427415270735382,12,16.6177123392126,6.36457532157483,23.8109764172856,2.29106122020011e-07,0.175
"4057",1.07830485960543,NA,NA,NA,-0.0024731047131484,-0.000222993979460023,NA,-8.00243558018186e-05,0.00177164168658905,-0.0017169956110356,-1.99993803352825e-05,-2.24772833095756e-05,-0.010637209371966,12,16.6172838122324,6.36543237553516,23.811833471246,2.29007964898394e-07,0.175
"2811",0.8768618074356,NA,-0.0031499091160609,NA,-0.00331661379899263,-0.000188847195984663,-0.000315736217857987,-7.81988777521039e-05,0.00404596393359807,NA,-0.000224325675655998,NA,-0.0128333596601421,12,16.5978444447585,6.40431111048294,23.8507122061937,2.24599185688763e-07,0.174
"3037",0.782107224033605,NA,NA,-7.92647951464571e-05,-0.00313452027128646,-5.64638375648432e-05,NA,-7.90668503349679e-05,0.00246667271042971,-0.00173118859762736,-0.000175835756850428,NA,-0.00439763169902919,12,16.5968926781715,6.40621464365702,23.8526157393678,2.24385521383749e-07,0.174
"3961",1.35224769192553,NA,NA,NA,-0.00294333749384753,-0.00015970911388386,-0.000161907436149912,-3.91378398064413e-05,NA,-0.000519630105115818,9.29144061339949e-05,-2.92772020941009e-05,-0.0231876649143865,12,16.5881520977999,6.4236958044002,23.870096900111,2.2243280805566e-07,0.172
"3871",1.54072746969726,NA,-0.00266288326459012,-0.000125229245454923,-0.00336634551210521,0.000141303434251118,NA,NA,NA,0.00204008573972132,0.00012365724818373,-3.20114730456696e-05,-0.0335735418819994,12,16.5848044459509,6.43039110809814,23.8767922038089,2.21689425441835e-07,0.172
"1520",1.3133825442749,0.000133050423403893,-0.00177925758024693,-0.000151552994344711,-0.00301900814527959,NA,0.000468277590360568,-0.000105636880041681,0.00251600702546948,-0.000815929462604484,NA,-3.64582326502388e-05,NA,13,19.3546564509806,6.44858183488094,23.8949829305918,2.19682221519198e-07,0.297
"1532",1.33268254560841,0.000135713642082035,-0.00144814007005463,NA,-0.0027805277111267,-0.000296248940997968,9.60809059131359e-05,-0.000113780328627569,0.002602895573775,-0.00125967425315735,NA,-3.93919410184825e-05,NA,13,19.3543527190888,6.44918929866448,23.8955903943753,2.19615507154621e-07,0.297
"3312",1.39960302402925,0.000129113362198366,-0.0027801111687324,-0.000147607085011442,-0.0031780440420131,NA,0.000402488371878789,-9.56867668512584e-05,0.002627378325199,NA,NA,-3.58452741430585e-05,-0.00986670347396803,13,19.352011780754,6.45387117533411,23.9002722710449,2.19102002071369e-07,0.297
"3548",1.39076944109152,0.000129685581919254,-0.00200198721044753,NA,-0.00309063893252934,-0.000278503830939102,NA,-0.000104549510967102,0.00254718853525911,-0.000716665338939002,NA,-3.73073322423738e-05,-0.00808285532705385,13,19.3488774268836,6.46013988307483,23.9065409787856,2.18416333987723e-07,0.296
"3199",1.19048968870939,NA,-0.000120313920000218,-0.000200212366869409,-0.00328613139096216,0.000219550205577008,0.000289749994486191,-2.37807358786742e-05,NA,NA,NA,-1.4226724608089e-05,-0.020574187030694,12,16.5637735903279,6.4724528193442,23.918853915055,2.17075791525023e-07,0.171
"3453",1.18031171259639,NA,NA,-0.000195013339682046,-0.00325878864741215,0.000208108778539902,0.000283236479562934,-2.52387879370221e-05,NA,-0.000109617002988924,NA,-1.43430034365143e-05,-0.0197469164457799,12,16.5611122877433,6.47777542451334,23.9241765202242,2.16498855201568e-07,0.171
"1504",1.34488002047298,0.000134513834135274,-0.00150106078792043,2.57591536343426e-05,-0.00282993852138951,-0.000337547620087965,NA,-0.000112675524991523,0.00260550867589436,-0.00120677546049641,NA,-3.97294871595769e-05,NA,13,19.337689811113,6.48251511461612,23.9289162103269,2.15986393927683e-07,0.296
"3020",0.212806070841532,0.00012858839941044,-0.000723234599790296,NA,-0.000845939405889991,NA,NA,-7.530239167702e-05,0.00366152144275674,-0.00169711934459837,-0.000272740736160392,NA,0.0350715793059058,12,16.5549273626217,6.49014527475666,23.9365463704675,2.15163958367052e-07,0.171
"3709",1.16872511372619,NA,NA,-0.000206179438546224,-0.00319169274952121,0.000236685478022823,0.000310508832463239,-2.18545896780867e-05,NA,NA,1.12872798992876e-05,-1.71053422020548e-05,-0.0145326015061703,12,16.5493534982825,6.50129300343502,23.9476940991458,2.13967999804158e-07,0.17
"3805",1.31878254484722,NA,NA,-8.78431033010946e-05,-0.00313280721186057,2.34351462670872e-05,NA,-2.14096002697188e-05,-0.000367567786418261,NA,7.4318099254587e-05,-2.48369373529971e-05,-0.0213022053884106,12,16.5469087669045,6.50618246619102,23.9525835619018,2.13445544412906e-07,0.17
"3325",1.16076176826946,NA,NA,-0.000208921328189762,-0.00322581594075731,0.000239929616842825,0.000311661216637281,-2.16401733711087e-05,-8.37643201349121e-08,NA,NA,-1.51884140948284e-05,-0.0159198099848593,12,16.5447271342258,6.51054573154848,23.9569468272593,2.12980392218191e-07,0.17
"3821",1.33764857049772,NA,NA,-7.98561456233705e-05,-0.00305465084813273,NA,5.98932127482121e-06,-2.16781296459359e-05,-0.000404475396545496,NA,8.14893122268504e-05,-2.59769131559475e-05,-0.0223210921414253,12,16.5441281643001,6.51174367139979,23.9581447671106,2.12852861565824e-07,0.17
"3065",0.757121066079011,NA,NA,NA,-0.00294412725647741,-0.000215259444077921,-0.000180274489093654,-8.62480022655183e-05,0.00275948159290038,-0.00197213235345795,-0.000191359901821447,NA,-0.00412979979836534,12,16.5348965389112,6.53020692217768,23.9766080178885,2.10896925808838e-07,0.171
"3423",1.22458378755159,NA,-0.000152730282856812,-0.000102352291719759,-0.00324837059199498,4.30049027839078e-05,NA,-2.28425925235555e-05,NA,1.81605029914733e-05,NA,-1.58130950860629e-05,-0.0214797250648282,12,16.5341140673252,6.53177186534958,23.9781729610604,2.10731969502056e-07,0.17
"3887",1.55824614159807,NA,-0.0026182029658902,-5.48726460179754e-05,-0.00314739424509288,NA,-0.000152454507873888,NA,NA,0.00198335587730238,0.00012623025801062,-3.38345717698964e-05,-0.0347205251470225,12,16.5320443372195,6.53591132556103,23.9823124212718,2.10296262254283e-07,0.169
"3439",1.21592322330489,NA,6.99459736303599e-05,-8.71022269545357e-05,-0.00312529820801141,NA,2.01195342286865e-06,-2.66469037645067e-05,NA,-0.000210397686032755,NA,-1.61931553924002e-05,-0.0213534534421679,12,16.5276057121682,6.54478857566368,23.9911896713745,2.09364904499459e-07,0.169
"3296",1.44792663460725,0.000128345057276772,-0.00290453750138867,-8.05722891521199e-06,-0.00310525217440497,-0.000255402888387473,NA,-9.68274251094837e-05,0.00273539725056402,NA,NA,-3.85316219826743e-05,-0.0110756724288435,13,19.3064485416718,6.5449976534986,23.9913987492094,2.09343018862959e-07,0.295
"1280",1.38477146144597,0.000131057764346632,-0.0027888672992642,-0.000135639028204344,-0.00309713237105588,-1.24759714079804e-05,0.000370471280661783,-9.69312931998206e-05,0.00275348178411086,NA,NA,-3.9026278593912e-05,NA,13,19.305134349871,6.54762603710014,23.994027132811,2.09068082683027e-07,0.295
"3324",1.45042507300706,0.000129744864962803,-0.00296359055738377,NA,-0.0030047693360833,-0.000276673998515684,5.73449385274291e-06,-9.79571795377367e-05,0.00279263509323597,NA,NA,-3.92171120396337e-05,-0.011188533160452,13,19.30399430463,6.54990612758207,23.9963072232929,2.08829871421934e-07,0.295
"3487",1.33046443713564,NA,-0.00303489970097831,-0.000150217207463618,-0.00339685241476076,0.00018865972038727,NA,NA,0.000844198096533735,0.00216918300069284,NA,-1.95366498866149e-05,-0.0263369109752909,12,16.518894510298,6.562210979404,24.0086120751148,2.07549005367079e-07,0.169
"1534",1.25229039925702,0.000136873858555874,NA,-4.40434609223138e-05,-0.00271613964514515,-0.000224252973355853,0.000248446083858631,-0.000109176811874954,0.00180546944487141,-0.00193956168545011,NA,-3.45424619243709e-05,NA,13,19.2966907310843,6.56451327467347,24.0109143703843,2.07310223283543e-07,0.294
"3578",1.26839108146136,0.000136733490260347,NA,NA,-0.00267474945186035,-0.000310086803503076,0.000132932670606849,-0.000110014786548116,0.00181316009938233,-0.00198292844548575,NA,-3.47396764242793e-05,-0.00274090846482103,13,19.294436256411,6.56902222402002,24.0154233197308,2.06843374083224e-07,0.294
"3550",1.2815322410351,0.000135917335444785,NA,4.22660015485631e-05,-0.002686812967159,-0.000384570277013105,NA,-0.000109861022709463,0.00181745337959724,-0.00199152068284501,NA,-3.53036009981644e-05,-0.00302095206985815,13,19.2760657084963,6.60576331984957,24.0521644155604,2.03078237664923e-07,0.293
"3931",1.45450462859072,NA,-0.000482654252075803,NA,-0.00245578147075824,-0.000183662156185806,NA,-4.16526611591024e-05,NA,-0.000324952376286154,0.000150414535865788,-3.74438744538599e-05,-0.0287522396644037,12,16.4970623517738,6.60587529645233,24.0522763921631,2.03066867977637e-07,0.168
"3391",1.24210099473289,NA,-0.00140119637437999,-0.00026231836051976,-0.00339569504063743,0.000373443338363102,0.000368836307426833,NA,NA,0.00133030559369539,NA,-1.39003387961558e-05,-0.0242839284145481,12,16.4887018993289,6.6225962013421,24.0689972970529,2.01376214247481e-07,0.167
"3833",1.37964706480164,NA,NA,NA,-0.00294730559650159,-0.000141241022598631,-0.000209873807413633,-2.05963268818683e-05,-0.00048586869356087,NA,9.74096976943774e-05,-2.89689497199054e-05,-0.0234909763266374,12,16.486694075069,6.62661184986197,24.0730129455728,2.00972291837445e-07,0.167
"3976",0.548588516724544,0.000120623856168708,-0.000888283330293424,-3.88414486281609e-05,NA,NA,NA,NA,0.00140880319535993,0.000684277209376893,-0.000226108570876586,-5.51264074104129e-06,0.0147297146488811,12,16.4833407998493,6.63331840030148,24.0797194960123,2.00299505081374e-07,0.167
"3566",1.22772616462096,0.000134069203605871,NA,-0.000158538628420959,-0.00289089149262358,NA,0.000528259324521674,-0.000100442312809682,0.00154506594893662,-0.00168972369051095,NA,-3.07991909427251e-05,-0.00221114739829237,13,19.2597314773945,6.63843178205305,24.0848328777639,1.99788055252462e-07,0.292
"3983",1.55882651220844,NA,-0.00216073096294816,-7.08107006281898e-05,-0.00283606236965238,NA,NA,NA,-0.000287323698384246,0.00173585905270045,0.000142022616400269,-3.49890902428794e-05,-0.0363564266592366,12,16.4800252845811,6.63994943083782,24.0863505265486,1.99636508708708e-07,0.167
"3899",1.57140732872349,NA,-0.00262012296219633,NA,-0.003068637485132,-9.23312549771655e-05,-0.00030578668940246,NA,NA,0.00195143738374652,0.00013352020513158,-3.55535017856196e-05,-0.034604503338691,12,16.474895598559,6.65020880288196,24.0966098985928,1.98615058200529e-07,0.166
"3980",1.13949541462346,9.0039532518124e-05,-0.0011378290862112,NA,-0.00115186330928946,NA,NA,NA,-0.000173328894223138,0.000865505176479619,9.80783296579459e-05,-3.61687290129846e-05,-0.00498572721427637,12,16.4724173519167,6.65516529616659,24.1015663918774,1.98123450513589e-07,0.165
"3451",1.21882879692832,NA,0.000245808709999366,NA,-0.00298869958220847,-0.000158710261952905,-0.00022903803404655,-2.82614155187908e-05,NA,-0.000394111598833187,NA,-1.75316299478186e-05,-0.0209157902663402,12,16.4587423078921,6.68251538421576,24.1289164799266,1.95432544668148e-07,0.166
"2814",0.909650021229551,0.00015489702896685,NA,-0.000307073486638123,-0.00317830428128126,0.000295865271315783,0.000677526205916674,-4.16685258836384e-05,0.00111506718322066,NA,-0.000256524542424999,NA,0.0103119049690187,13,19.2346095769031,6.68867558303586,24.1350766787467,1.94831519087042e-07,0.289
"3035",0.682935330455212,NA,-0.00110101293914873,NA,-0.00239300872270304,-0.000263950470716319,NA,-0.000108505427205956,0.00406948575268431,-0.0020325070335668,-0.00022984691865172,NA,-0.00456268225920142,12,16.4436527759277,6.71269444814461,24.1590955438554,1.92505696954807e-07,0.166
"1789",1.11917920350983,NA,NA,-0.000227137421585476,-0.00314616848846879,0.000293350115053461,0.000355470140277399,-2.31440093796336e-05,0.000194140351199498,NA,-1.86716079686135e-07,-1.92127216586173e-05,NA,12,16.442764559742,6.71447088051597,24.1608719762268,1.92334786193025e-07,0.166
"1917",1.22441806251384,NA,NA,-0.000193835892004839,-0.00309468010318686,0.000238007210366797,0.00030258560664108,-2.80504311391039e-05,NA,-0.000112234958747267,6.04406408352576e-05,-2.70812442445379e-05,NA,12,16.4357118320045,6.72857633599109,24.1749774317019,1.9098307354514e-07,0.166
"1663",1.23023154831564,NA,-0.000104655390832605,-0.000200664600996384,-0.00311372038515129,0.000253401734589913,0.000312923468965992,-2.62441524915081e-05,NA,NA,6.03903999518659e-05,-2.71292568845559e-05,NA,12,16.4338456347917,6.73230873041661,24.1787098261274,1.90626993826438e-07,0.165
"3503",1.33355976108282,NA,-0.00258457285270497,-5.79613283994724e-05,-0.00310396433849335,NA,-0.000194474256954019,NA,0.000666044409419279,0.00188280644165158,NA,-2.06448847064422e-05,-0.0272364281097308,12,16.4330861083765,6.73382778324709,24.1802288789579,1.90482262559737e-07,0.165
"1790",0.929691681439802,0.000151351574117208,NA,-0.000305167511032291,-0.00324939643775729,0.000286093957180163,0.00067148547328463,-4.02383133055046e-05,0.0009541049338922,NA,-0.000247111345301234,2.67356557361351e-06,NA,13,19.1997105982019,6.75847354043837,24.2048746361492,1.88149376222452e-07,0.287
"1887",1.2382198080516,NA,0.000251525283948996,-8.34502188652721e-05,-0.00300081763918793,3.21050277666163e-05,NA,-3.14041133104083e-05,NA,-0.000378363904785562,6.06492030102467e-05,-2.86853865299906e-05,NA,12,16.4072507338193,6.78549853236147,24.2318996280723,1.85624108295831e-07,0.164
"3068",0.372646794687767,0.000233186420943721,-0.0023479185176387,NA,-0.00254476431282983,-0.000520563127258159,0.000248501812314041,-0.000244092232057256,0.00940937559819953,-0.00415533983350035,-0.000640413469464133,NA,0.059573807833579,14,22.2730841172877,6.78716509875803,24.2335661944688,1.85469495272357e-07,0.412
"1903",1.23143533929314,NA,0.000440793874813061,-7.3493263087866e-05,-0.00289080892892218,NA,1.37210840085896e-05,-3.48456137933526e-05,NA,-0.000576872578833432,6.14730392436513e-05,-2.90675113397097e-05,NA,12,16.4039953637308,6.79200927253835,24.2384103682492,1.85020815629222e-07,0.164
"1407",1.1056587430309,NA,0.000532639845387127,-0.00020487440172984,-0.00310095618007719,0.000246049271760765,0.00031991643585045,-2.74054109327735e-05,NA,-0.000425002790919851,NA,-1.82104119220813e-05,NA,12,16.4013438086573,6.7973123826854,24.2437134783962,1.84530872589364e-07,0.164
"3040",0.360977966458124,0.000234740519319608,-0.00218404218260552,9.05268974546434e-05,-0.0024646389295565,-0.000692124551587537,NA,-0.000248276538577535,0.0095250290348718,-0.00439124312131483,-0.000653380002136252,NA,0.0602820394458259,14,22.2558527411194,6.82162785109454,24.2680289468054,1.82300977987574e-07,0.411
"2813",0.953567466806472,NA,NA,-0.000300300355386649,-0.00342842635387201,0.000409808980233775,0.000503043229368723,-1.99815824890143e-05,0.000317122904698695,NA,-8.24667243651353e-05,NA,-0.0159713353787578,12,16.3830438664621,6.8339122670757,24.2803133627865,1.81184679242945e-07,0.162
"3997",1.36128191934329,NA,NA,-9.66083805037928e-05,-0.00301814379164634,7.17063294450523e-05,NA,NA,-0.0010417389767125,0.000508757863015288,0.000109251601149783,-2.59918047594892e-05,-0.0261787261214444,12,16.3812023137603,6.83759537247936,24.2839964681902,1.80851325146133e-07,0.161
"4036",0.392946782194636,0.000121268492196201,-0.00145817800555246,NA,NA,NA,NA,-5.68678827062379e-05,0.00332092606761737,-0.000743804073077063,-0.000205217554081555,-1.3781810797683e-05,0.0327532388550275,12,16.3771871997788,6.84562560044242,24.2920266961532,1.80126642277678e-07,0.162
"3812",0.455887483229623,0.000119740241149033,-0.00230854054196382,NA,NA,NA,-5.00486048723121e-05,-4.79770697427263e-05,0.00346569190224059,NA,-0.000210691593728349,-1.44214853580072e-05,0.028934266717783,12,16.3690512421135,6.86189751577303,24.3082986114838,1.78667085040787e-07,0.162
"4013",1.39098972651074,NA,NA,-6.24839575882822e-05,-0.00289587958706646,NA,-6.18013763757175e-05,NA,-0.00109241092270438,0.000503127401690075,0.000119674123572638,-2.78894040254911e-05,-0.0277670242691123,12,16.3634218895985,6.87315622080301,24.3195573165138,1.77664130676704e-07,0.16
"2928",0.832400221943707,0.000158481797588823,0.0032595938006579,-0.000173527005229723,-0.00274960596048464,NA,0.000516140675951346,-7.05073563005487e-05,NA,-0.00267901071390847,-0.000196598424170862,NA,0.0065268970250221,13,19.1414020145209,6.8750907078003,24.3214918035111,1.77492369282302e-07,0.285
"1904",0.9538638139019,0.00015207815320261,0.00259013600161726,-0.00016860587259811,-0.00281677931953995,NA,0.000493172960218947,-6.74933705252188e-05,NA,-0.00222696773388667,-0.000152219398402304,-5.49924303973757e-06,NA,13,19.1413850686246,6.87512459959289,24.3215256953037,1.77489361540503e-07,0.285
"3822",0.957154825166821,0.000155564544737096,NA,-0.000151943863507697,-0.0030059909598332,NA,0.000260071714883064,-4.03969477664832e-05,0.00108114921378279,NA,-0.000257747454697694,-1.76351938201555e-06,0.00709795538256294,13,19.1406168280201,6.876661080802,24.3230621765128,1.77353059369226e-07,0.285
"3515",1.33031090874604,NA,-0.00254293100173098,NA,-0.00301756008037233,-9.66350427586426e-05,-0.000360434440030607,NA,0.000688799816856105,0.0018181340777255,NA,-2.15456847962344e-05,-0.0264593058137756,12,16.3599427152558,6.88011456948846,24.3265156651993,1.77047080227109e-07,0.161
"3044",0.145159342982677,0.000130001133326304,-0.00133191554669173,NA,NA,NA,-7.2770946403658e-05,-6.30574134669205e-05,0.00403972652233384,-0.00104432268146606,-0.000325217194805116,NA,0.0404283260017273,12,16.3574641815294,6.88507163694124,24.3314727326521,1.76608806430165e-07,0.162
"1915",1.24783816879956,NA,0.000516138470679084,NA,-0.00277977767225391,-0.000132385846447158,-0.000180709952290032,-3.61561708002029e-05,NA,-0.000687370091639963,6.82471953329262e-05,-3.10783992325706e-05,NA,12,16.3523457847781,6.89530843044389,24.3417095261547,1.75707161944618e-07,0.161
"896",0.874277689562158,0.000155483079388239,0.00295753550490636,-0.000163597642964912,-0.00280428871753566,-1.88917356772056e-05,0.000479959817600156,-6.8750475191788e-05,NA,-0.00248261709423019,-0.00018593748328661,NA,NA,13,19.1275331664386,6.90282840396497,24.3492294996758,1.75047745816804e-07,0.285
